true_sbp,pred_sbp,true_dbp,pred_dbp
94.67,106.96942612976237,81.235,77.26614659181634
93.082,108.59412196552253,79.27000000000001,75.24923896913573
91.2,103.08339968070862,77.075,71.41559262860433
90.622,100.99497624482841,76.212,69.84795653584307
90.7125,96.78824840554809,76.08000000000001,71.76494999277624
90.614,95.46196556482693,76.0575,73.55270392408211
89.218,99.08542858059758,74.768,72.74540327806336
88.35799999999999,98.41473111593127,73.708,69.64561699798443
89.176,97.04942264967404,74.54599999999999,70.34202679528936
92.978,97.42784174100956,78.046,72.72240347967004
95.9675,99.61678265925116,81.045,77.41165658412172
96.01,103.05352065341927,80.7675,76.96673720170212
94.845,103.68287149529115,79.655,74.4539371572401
93.716,100.71173984620482,78.14399999999999,72.19858045688864
91.7925,99.89519558752737,75.596,71.30299699064173
90.18,97.72001171015813,74.696,68.72717305932954
91.01,98.13207244893051,73.976,69.30879118492459
92.872,99.44502481421614,75.76,74.23092115984886
100.71399999999998,100.98138121219849,81.73800000000001,76.99211675561301
104.072,104.3982312443437,86.25800000000001,78.17614241123471
104.66,102.52869381265887,86.55000000000001,76.68263466180409
101.498,103.29096023411607,84.598,77.39442572736894
99.9075,104.68807562193129,82.8175,79.74639076552008
97.68800000000002,103.11797245398863,79.52,79.90770748345672
93.9525,105.20870557157085,75.138,77.18007294171915
88.922,99.4539671169622,70.7775,70.36893148405449
84.934,95.33465336217478,69.224,68.66263377581679
87.002,94.10954046976929,71.38,70.28277606575243
89.338,97.15427488766335,74.91999999999999,77.75741910473992
93.18800000000002,96.35671699384709,77.172,80.61284128602048
93.6825,103.8664059485298,77.7375,81.9434109707834
90.408,101.97016774543427,74.0925,78.69079932974319
85.66399999999999,104.04927293465553,70.916,73.10098257638988
84.1,96.22156764551472,69.18,68.1763173907661
85.026,95.1378763751761,70.264,71.85362197689112
89.4,93.81635942401293,73.88199999999999,76.84065679547376
92.6725,96.82260201594475,76.665,81.48955205909182
92.388,97.62194740047275,76.0,81.26588927246743
90.265,102.93292461772798,74.285,78.79580082818791
86.22399999999999,99.18633452941214,69.4225,72.99105672510342
82.368,98.6963796237462,67.426,70.06843491794714
83.35000000000001,93.79098413753067,68.704,69.06666367535264
85.936,93.44026548722975,72.38,76.52029667966865
91.748,96.33256918499885,76.18799999999999,81.28537326460514
94.925,97.03964762306163,78.524,82.7030865003416
93.4825,99.69351542902362,77.5775,81.17862299151263
91.31,103.42417764454022,74.026,77.40074777059786
86.66,100.68633908960723,69.795,72.61457773634956
82.038,98.62497600928879,66.836,68.63609863313134
82.06000000000002,92.79822990647823,66.684,68.19194968142321
85.39333333333333,92.0005242251176,69.90666666666667,73.78088854866189
89.418,92.93610322743716,73.526,78.55900503854814
93.015,93.32996719800325,76.5125,80.29813011804391
92.5375,99.20896749628007,75.6025,77.74057198469559
89.955,101.0198970291124,74.1675,73.23355947598029
87.18199999999999,99.20651668488708,72.175,69.97784053321293
84.66599999999998,102.36878532308819,72.062,66.37496276532566
84.60999999999999,95.98087244207179,72.25,64.90520170686995
87.56,95.52769591346389,75.542,70.18314227400462
91.264,94.1199060191065,78.2525,77.95344405504757
94.2775,95.48039695961248,80.0625,81.7679997579408
92.4775,99.52869401438143,77.05499999999999,82.14916639872553
89.58,104.29983254499976,74.655,78.9057859406519
86.00999999999999,102.00407438188324,69.5075,74.35166889286077
82.73599999999999,99.86161901436108,67.27199999999999,68.53140536059448
82.46399999999998,89.4901316052993,67.70833333333333,69.20023873270758
84.31199999999998,90.57644216347583,68.626,74.01967939357411
86.898,86.42873871244949,70.72,76.66936270085448
87.276,92.12696513064357,70.8775,76.25993992957734
85.20599999999999,91.77821776755512,69.226,73.69177712896196
82.1925,96.51191792558366,65.86999999999999,71.25713320290082
79.024,93.88257627846565,64.11800000000001,68.22036743024007
76.43599999999999,93.63459735795941,62.06,67.90147319174864
77.35166666666667,92.14222487437544,63.29,68.11256748728388
79.434,92.70591179056053,66.85000000000001,71.25960447203782
84.96000000000001,94.94405738456355,70.84,77.87884493194801
89.04,95.00662542748209,75.26599999999999,79.76816838203918
90.556,100.08801218857565,76.5675,79.69410822286123
90.745,99.44337881228549,75.88,76.79276745426976
88.622,99.89344491415898,72.6925,73.33364295355109
86.23,99.84638577418553,70.224,68.85599774098768
84.92999999999999,93.83475804458801,68.735,69.14379970464009
85.43799999999999,90.75914064511807,69.524,70.84730088723154
86.55250000000001,89.92482487478259,70.6925,71.84041239617538
86.37,91.76990866555153,70.872,71.10351298241284
85.15799999999999,92.78014465466337,70.236,70.70530376640913
84.514,91.7695510402283,69.17000000000002,70.07235167214067
111.654,113.75364786888505,77.28799999999998,74.53723371845834
111.512,111.75030411159022,77.572,77.91088255459907
113.572,111.18185073419309,80.34400000000001,77.58139757565975
115.604,110.27866824699863,82.66799999999998,77.24953042471905
120.08,110.1596883088376,86.922,75.14426901406999
122.8025,108.23163111830016,89.0075,72.96968375278584
123.46,109.92936230701163,88.5,70.83988979392802
123.4375,109.01288090103546,86.46,69.8665534895347
